country,country_code_2_digit,country_code_3_digit,population,source,reported_date,confirmed cases_count,deaths_count
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-09-03,188,13
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-08-26,85,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-05-19,325,21
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-02-24,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-02-14,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-08-15,103,4
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-06-19,2,0
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-01-10,0,0
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-02-16,0,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-04-06,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-02-21,0,0
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-09-20,688,15
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-03-17,8,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-05-08,1977,57
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-07-24,412,9
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-03-09,0,0
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-05-09,0,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-08-02,658,5
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-07-02,165,2
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-07-30,0,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-07-05,0,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-02-23,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-09-20,83,1
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-04-07,136,5
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-08-24,275,1
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-03-14,1683,37
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-03-01,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-10-10,215,2
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-01-09,0,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-08-23,306,1
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-09-13,465,3
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-08-22,29,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-08-03,0,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-05-01,5,1
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-07-15,114,17
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-08-08,181,3
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-09-07,0,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-01-27,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-01-17,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-10-22,512,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-09-28,702,13
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-06-05,48,1
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-02-28,3,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-07-10,6509,176
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-08-17,16269,29
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-01-19,0,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-02-21,0,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-04-22,20,1
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-03-14,0,0
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-03-19,145,6
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-01-21,0,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-05-18,64,10
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-07-16,287,6
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-05-07,39,10
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-01-15,0,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-09-04,196,3
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-03-30,1,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-09-10,1024,2
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-09-09,177,5
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-06-12,7,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-07-24,5848,147
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-06-16,147,8
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-04-26,1,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-04-30,7,2
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-07-22,0,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-06-18,9,0
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-07-23,297,6
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-06-03,35,4
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-08-07,1147,8
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-08-27,90,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-03-22,9,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-06-23,5,1
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-10-22,13,0
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-09-13,531,4
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-04-14,2082,170
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-07-17,16,0
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-09-24,204,2
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-01-14,0,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-08-25,4,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-07-09,193,15
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-02-09,0,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-01-28,0,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-08-06,288,2
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-08-11,3,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-07-22,2,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-08-23,21,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-05-20,0,0
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-05-30,350,14
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-09-23,1391,14
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-04-09,205,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-10-14,1439,7
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-03-01,0,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-09-30,223,2
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-04-13,14,1
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-02-19,0,0
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-08-01,3,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-06-28,0,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-04-16,21,5
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-02-05,0,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-10-12,1,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-08-02,209,5
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-08-29,37,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-10-07,320,0
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-09-23,0,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-07-28,8,0
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-07-27,27,1
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-05-28,584,117
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-06-25,590,7
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-06-07,183,6
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-01-10,0,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-04-24,976,156
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-02-05,0,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-05-30,1141,28
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-06-11,0,0
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-06-25,458,5
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-06-14,53,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-01-27,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-02-16,0,0
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-06-28,64,2
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-05-31,0,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-01-11,0,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-10-04,12871,49
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-01-28,0,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-03-17,17,0
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-06-03,188,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-04-14,7,2
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-01-18,0,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-08-29,1276,9
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-10-14,12993,108
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-02-16,0,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-07-05,180,2
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-08-07,24,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-10-12,159,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-06-22,0,0
Slovakia,SK,SVK,5450421,"Epidemic intelligence, national daily data",2020-04-19,40,2
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-08-08,1185,15
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-01-26,0,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-01-21,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-03-06,3,0
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-04-22,2237,281
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-06-03,13,0
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-10-19,0,0
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-03-11,0,0
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-01-13,0,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-10-14,785,8
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-06-03,0,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-01-11,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-01-16,0,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-06-06,196,9
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-09-18,1679,27
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-09-20,114,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-02-01,0,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-08-27,5429,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-06-17,544,9
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-04-21,4,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-04-18,709,44
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-01-10,0,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-05-12,3,1
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-03-15,3497,173
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-04-08,435,22
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-03-31,11,2
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-06-05,767,44
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-10-25,847,4
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-01-14,0,0
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-09-10,1,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-07-05,0,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-07-04,6,1
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-05-22,118,1
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-07-19,113,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-01-06,0,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-02-18,0,0
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-04-27,130,4
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-08-29,18,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-10-15,950,29
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-06-01,0,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-09-14,21,0
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-03-03,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-09-07,404,5
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-09-15,168,9
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-07-22,52,0
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-04-11,149,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-06-05,238,11
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-03-06,0,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-10-19,26,0
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-07-09,3,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-05-17,92,15
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-10-11,12846,197
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-06-02,0,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-08-04,0,0
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-04-11,0,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-04-11,27,1
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-07-13,0,0
Switzerland,CH,CHE,8544527,"Epidemic intelligence, national daily data",2020-07-20,98,0
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-08-25,0,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-08-31,5413,4
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-10-10,4721,15
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-10-14,0,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-03-07,778,49
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-09-21,39,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-08-18,3,0
San Marino,SM,SMR,34453,"Epidemic intelligence, national daily data",2020-06-15,0,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-04-01,4053,839
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-10-14,7368,35
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-10-24,268,0
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-08-27,162,14
Bulgaria,BG,BGR,7000039,"Epidemic intelligence, national daily data",2020-10-21,1336,11
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-09-10,105,0
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-07-30,19,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-08-24,4897,1
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-02-19,0,0
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-10-06,374,2
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-06-13,12,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-05-09,146,1
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-08-27,0,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-05-01,7099,101
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-02-09,0,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-10-15,482,11
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-01-26,0,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-05-25,395,3
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-04-29,14,2
Latvia,LV,LVA,1919968,"Epidemic intelligence, national daily data",2020-01-10,0,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-07-23,1030,27
Cyprus,CY,CYP,875899,"Epidemic intelligence, national daily data",2020-04-12,21,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-05-24,12,2
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-05-03,793,74
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-02-02,0,0
Azerbaijan,AZ,AZE,10139175,"Epidemic intelligence, national daily data",2020-05-10,143,3
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-02-18,0,0
Monaco,MC,MCO,33085,"Epidemic intelligence, national daily data",2020-07-10,0,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-08-24,6,0
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-03-28,302,3
Moldova,MD,MDA,4033963,"Epidemic intelligence, national daily data",2020-10-20,252,17
Andorra,AD,AND,76177,"Epidemic intelligence, national daily data",2020-01-09,0,0
Italy,IT,ITA,60359546,"Epidemic intelligence, national daily data",2020-01-10,0,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-02-01,0,0
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-07-21,15,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-05-18,167,16
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-02-04,0,0
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-10-23,26,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-04-06,17,2
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-04-01,0,0
Liechtenstein,LI,LIE,38378,"Epidemic intelligence, national daily data",2020-06-24,0,0
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-05-05,685,139
Luxembourg,LU,LUX,613894,"Epidemic intelligence, national daily data",2020-03-12,0,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-01-30,0,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-06-21,986,71
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-09-22,46,3
Greece,EL,GRC,10724599,"Epidemic intelligence, national daily data",2020-02-28,2,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-01-29,0,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-08-16,5061,119
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-10-25,11176,29
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-04-08,343,23
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-02-22,0,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-07-03,5,0
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-02-05,0,0
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-07-23,2,0
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-01-22,0,0
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-04-06,18,1
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-08-04,165,4
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-04-05,2,0
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-10-16,291,0
Armenia,AM,ARM,2963234,"Epidemic intelligence, national daily data",2020-10-06,181,7
Denmark,DK,DNK,5806081,"Epidemic intelligence, national daily data",2020-04-06,292,18
Portugal,PT,PRT,10276617,"Epidemic intelligence, national daily data",2020-09-02,231,2
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-06-28,96,4
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-09-03,102,2
Malta,MT,MLT,493559,"Epidemic intelligence, national daily data",2020-08-05,16,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-06-27,2,0
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-09-09,495,1
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-06-16,69,0
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-05-02,34,5
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-03-28,668,16
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-08-11,966,4
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-09-16,122,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-03-19,22,0
Slovenia,SI,SVN,2080908,"Epidemic intelligence, national daily data",2020-01-04,0,0
Austria,AT,AUT,8858775,"Epidemic intelligence, national daily data",2020-03-04,6,0
Kosovo,,RKS,1798506,"Epidemic intelligence, national daily data",2020-10-08,49,3
Norway,NO,NOR,5328212,"Epidemic intelligence, national daily data",2020-05-10,35,0
Georgia,GE,GEO,3989175,"Epidemic intelligence, national daily data",2020-03-30,5,0
Estonia,EE,EST,1324820,"Epidemic intelligence, national daily data",2020-07-11,2,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-04-10,13,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-10-02,161,4
Sweden,SE,SWE,10230185,"Epidemic intelligence, national daily data",2020-02-27,1,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-05-15,79,2
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-01-14,0,0
Bosnia and Herzegovina,BA,BIH,3280815,"Epidemic intelligence, national daily data",2020-08-16,1,5
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-03-05,10,0
Turkey,TR,TUR,82003882,"Epidemic intelligence, national daily data",2020-02-09,0,0
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-06-04,1484,254
Lithuania,LT,LTU,2794184,"Epidemic intelligence, national daily data",2020-08-12,18,0
Germany,DE,DEU,83019213,"Epidemic intelligence, national daily data",2020-05-11,357,22
Guernsey,GG,GGY,64468,"Epidemic intelligence, national daily data",2020-02-25,0,0
Belarus,BY,BLR,9449321,"Epidemic intelligence, national daily data",2020-04-25,751,3
Iceland,IS,ISL,356991,"Epidemic intelligence, national daily data",2020-06-07,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-04-05,153,5
the Holy See/ Vatican City State,VA,VAT,809,"Epidemic intelligence, national daily data",2020-09-10,0,0
Spain,ES,ESP,46937060,"Epidemic intelligence, national daily data",2020-03-04,75,0
North Macedonia,MK,MKD,2077132,"Epidemic intelligence, national daily data",2020-01-28,0,0
Serbia,RS,SRB,6963764,"Epidemic intelligence, national daily data",2020-07-21,359,10
Croatia,HR,HRV,4076246,"Epidemic intelligence, national daily data",2020-09-10,341,3
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-03-02,0,0
Montenegro,ME,MNE,622182,"Epidemic intelligence, national daily data",2020-07-31,57,1
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-06-03,0,0
Czechia,CZ,CZE,10649800,"Epidemic intelligence, national daily data",2020-06-06,35,1
Netherlands,NL,NLD,17282163,"Epidemic intelligence, national daily data",2020-10-15,7271,32
United Kingdom,UK,GBR,66647112,"Epidemic intelligence, national daily data",2020-07-25,731,32
Faroes,,FRO,48865,"Epidemic intelligence, national daily data",2020-01-14,0,0
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-09-07,2107,0
France,FR,FRA,67012883,"Epidemic intelligence, national daily data",2020-03-27,3922,365
Ireland,IE,IRL,4904240,"Epidemic intelligence, national daily data",2020-03-02,0,0
Russia,RU,RUS,145934460,"Epidemic intelligence, national daily data",2020-07-08,6368,198
Ukraine,UA,UKR,43733759,"Epidemic intelligence, national daily data",2020-04-12,308,4
Poland,PL,POL,37972812,"Epidemic intelligence, national daily data",2020-07-07,205,4
Hungary,HU,HUN,9772756,"Epidemic intelligence, national daily data",2020-03-25,39,2
Isle of Man,,IMN,85032,"Epidemic intelligence, national daily data",2020-08-01,0,0
Belgium,BE,BEL,11455519,"Epidemic intelligence, national daily data",2020-08-14,669,12
Finland,FI,FIN,5517919,"Epidemic intelligence, national daily data",2020-01-19,0,0
Gibraltar,GI,GIB,33691,"Epidemic intelligence, national daily data",2020-06-08,1,0
Jersey,JE,JEY,107796,"Epidemic intelligence, national daily data",2020-10-07,7,0
Romania,RO,ROU,19414458,"Epidemic intelligence, national daily data",2020-02-12,0,0
Albania,AL,ALB,2862427,"Epidemic intelligence, national daily data",2020-08-30,84,4
